1,3730,3730,0
10,31981,3198,0
100,306707,3067,0
1000,3079875,3079,0
2000,6053663,3026,0
3000,9139317,3046,0
4000,12376727,3094,0
5000,15364249,3072,0
6000,18612788,3102,0
7000,22678357,3239,0
8000,24388775,3048,0
9000,35640215,3960,0
10000,28857394,2885,0
10,317,31,31
1,575,575,1
1,595,595,1
2,685,342,2
2,650,325,3
2,654,327,3
2,707,353,2
2,745,372,2
2,759,379,2
2,757,378,2
2,771,385,2
2,740,370,2
2,726,363,2
2,801,400,2
2,749,374,2
2,783,391,2
2,725,362,2
2,786,393,2
2,748,374,2
2,757,378,2
2,753,376,2
2,780,390,2
2,771,385,2
2,790,395,2
2,803,401,2
2,926,463,2
2,756,378,2
2,817,408,2
2,816,408,2
2,825,412,2
2,815,407,2
2,776,388,2
2,776,388,2
2,800,400,2
2,775,387,2
2,804,402,2
2,687,343,2
2,703,351,2
2,654,327,3
2,679,339,2
2,680,340,2
2,650,325,3
2,659,329,3
3,688,229,4
4,1166,291,3
2,866,433,2
1,683,683,1
1,619,619,1
1,641,641,1
1,674,674,1
1,624,624,1
2,672,336,2
1,678,678,1
1,617,617,1
1,636,636,1
1,660,660,1
1,636,636,1
1,644,644,1
1,674,674,1
1,633,633,1
1,647,647,1
1,616,616,1
1,642,642,1
1,632,632,1
1,654,654,1
1,623,623,1
1,638,638,1
1,631,631,1
1,633,633,1
1,649,649,1
1,629,629,1
1,649,649,1
1,647,647,1
2,672,336,2
1,626,626,1
1,647,647,1
1,655,655,1
1,625,625,1
1,640,640,1
1,625,625,1
1,625,625,1
1,608,608,1
1,652,652,1
1,635,635,1
2,686,343,2
1,671,671,1
1,620,620,1
2,693,346,2
2,671,335,2
2,656,328,3
1,636,636,1
1,626,626,1
1,634,634,1
2,673,336,2
2,648,324,3
1,618,618,1
1,624,624,1
1,627,627,1
1,653,653,1
1,637,637,1
1,649,649,1
1,645,645,1
1,630,630,1
1,649,649,1
1,654,654,1
1,633,633,1
1,642,642,1
1,650,650,1
1,665,665,1
1,661,661,1
1,610,610,1
1,654,654,1
1,854,854,1
1,647,647,1
1,662,662,1
1,647,647,1
1,649,649,1
1,664,664,1
1,640,640,1
1,662,662,1
1,653,653,1
1,652,652,1
1,636,636,1
1,633,633,1
1,634,634,1
1,640,640,1
1,653,653,1
1,637,637,1
1,656,656,1
1,663,663,1
1,637,637,1
1,663,663,1
1,660,660,1
1,618,618,1
1,603,603,1
1,634,634,1
1,624,624,1
1,626,626,1
1,655,655,1
1,665,665,1
1,643,643,1
1,646,646,1
1,616,616,1
1,654,654,1
1,623,623,1
1,633,633,1
1,639,639,1
1,628,628,1
1,654,654,1
1,619,619,1
1,647,647,1
1,616,616,1
1,624,624,1
1,649,649,1
1,639,639,1
1,620,620,1
1,626,626,1
1,639,639,1
1,642,642,1
1,629,629,1
1,655,655,1
1,658,658,1
1,642,642,1
1,605,605,1
1,640,640,1
1,630,630,1
1,611,611,1
1,623,623,1
1,684,684,1
1,651,651,1
1,637,637,1
1,626,626,1
1,624,624,1
1,620,620,1
1,653,653,1
1,639,639,1
1,629,629,1
1,652,652,1
1,638,638,1
1,646,646,1
1,648,648,1
1,643,643,1
1,633,633,1
1,622,622,1
1,624,624,1
1,659,659,1
1,643,643,1
1,611,611,1
1,619,619,1
1,633,633,1
1,663,663,1
1,646,646,1
1,629,629,1
1,783,783,1
1,605,605,1
1,617,617,1
1,964,964,1
1,688,688,1
1,642,642,1
1,653,653,1
1,815,815,1
1,616,616,1
1,634,634,1
1,634,634,1
1,603,603,1
1,638,638,1
1,640,640,1
1,614,614,1
1,631,631,1
1,601,601,1
1,627,627,1
1,654,654,1
1,636,636,1
1,646,646,1
1,605,605,1
1,641,641,1
1,619,619,1
1,597,597,1
1,640,640,1
1,625,625,1
1,620,620,1
1,633,633,1
1,611,611,1
1,660,660,1
1,658,658,1
1,617,617,1
1,638,638,1
1,625,625,1
1,621,621,1
1,628,628,1
1,636,636,1
1,638,638,1
1,630,630,1
1,677,677,1
1,608,608,1
1,1230,1230,0
